sii_id,codigo,fecha,corte,instancia,resumen
14592,VD-06-000019-2019,2019-06-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,VULNERACIÓN DE DERECHOS - CARGA DE LA PRUEBA -
14598,GR-06-00003-2019,2019-06-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,RECLAMACIÓN DE LA LIQUIDACIÓN - NULIDAD DEL ACTO ADMINISTRATIVO - PRINCIPIOS DE OBJETIVIDAD Y PROBIDAD.
14608,GR-15-00040-2017,2019-06-07,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,CARÁCTER VOLUNTARIO DE LAS DECLARACIONES RECTIFICATORIAS - ACTOS DEL MANDATARIO HABILITADO SE ENTIENDEN EJECUTADOS POR LA MANDANTE - TEORÍA DE LOS ACTOS PROPIOS -
14611,ES-10-00003-2019,2019-06-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,OBLIGATORIEDAD DE EMISIÓN DE LAS BOLETAS DE VENTAS Y SERVICIOS - CARGA DE LA PRUEBA EN INFRACCIONES TRIBUTARIAS CORRESPONDE AL SII -
14612,GR-10-00053-2018,2019-06-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,CARGA DE LA PRUEBA CORRESPONDE A LA RECLAMANTE - NORMAS DE RELACIONAMIENTO DE LAS SOCIEDADES - OPCIÓN ACOGERSE RÉGIMEN 14TER A - REQUISITOS PARA ABANDONAR RÉGIMEN -
14614,GR-11-00025-2018,2019-06-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,SUBDECLARACIÓN DE INGRESOS DEL CONTRIBUYENTE - APLICACIÓN DEL ART. 21 DE LA LEY DE IMPUESTO A LA RENTA -
14617,GR-14-00137-2018,2019-06-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,PRESCRIPCIÓN ACCIÓN FISCALIZADORA - PRINCIPIO DE IMPARCIALIDAD - MOTIVACIÓN DEL ACTO ADMINISTRATIVO -
14618,ES-19-00038-2018 CUA,2019-06-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,PRINCIPIO DE PRESUNCIÓN DE INOCENCIA - EMISIÓN DE LA GUÍA DE DESPACHO - GUIA DE DESPACHO DEFECTUOSA NO GENERA PERJUICIO FISCAL SI SE EMITIÓ ANTERIORMENTE LA FACTURA CORRESPONDIENTE
14619,GR-18-00380-2014,2019-06-05,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS - PÉRDIDA PRODUCIDA POR LA VENTA DE ACCIONES EX 18 TER (107 ACTUAL) SÓLO PODRÁ SER REBAJADA DE INGRESOS NO RENTA O RENTAS EXENTAS -
14623,GR -18-00479-2014,2019-06-04,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,FISCALIZACIÓN DE LAS PÉRDIDAS TRIBUTARIAS - INDEMNIZACIÓN POR INCUMPLIMIENTO CONTRACTUAL NO CONSTITUYE UN GASTO NECESARIO PARA PRODUCIR LA RENTA -
14624,GR-10-00114-2017,2019-06-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,SOLICITUD DE DEVOLUCIÓN IVA EXPORTADOR - PRESUNTO ORIGEN ILÍCITO DE LOS PRODUCTOS NO PUEDE CONSTITUIR RECHAZO PARA EL CRÉDITO FISCAL IVA DEL CONTRIBUYENTE -
14625,GR-18-00390-2014,2019-06-06,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,DECLARACIÓN DE INGRESOS - PRUEBAS RENDIDAS POR EL CONTRIBUYENTE LOGRA DESVIRTUAR LA LIQUIDACIÓN -
14626,GR-18-00025-2014,2019-06-14,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,IMPUESTO ADICIONAL - CONVENIO PARA EVITAR LA DOBLE TRIBUTACIÓN - PAGO ARTISTAS NO RESIDENTES NI DOMICILIADOS EN CHILE CONSTITUYEN BENEFICIOS EMPRESARIALES -
14627,GR-11-00029-2018,2019-06-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,PRESCRIPCIÓN DE LA ACCIÓN FISCALIZADORA - TASACIÓN DE LA VENTA BIENES AGRÍCOLAS - ART. 5 TRANSITORIO LEY 18.895 -
14628,GR-17-00147-2015,2019-04-30,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Beneficiario efectivo – Artículo 12 N°7 del Convenio de Doble Imposición entre Chile y el Reino Unido – Remuneraciones por servicios prestados en el extranjero – Articulo 59 N°2 In
14630,GR-17-00160-2015,2019-04-30,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,"DEVOLUCIÓN DE PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS - ACREDITACIÓN DEL SALDO DE IMPUESTO A FAVOR, DEBE SER ACREDITADO POR EL CONTRIBUYENTE EN SEDE ADMINISTRATIVA - GASTOS NECE"
14631,GR-17-00159-2015.,2019-04-30,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,SOLICITUD DEVOLUCIÓN POR PAGOS PROVISIONALES DE UTILIDADES ABSORBIDAS - DEBER DEL CONTRIBUYENTE ACREDITAR GASTOS - CARGA DE LA PRUEBA -
14632,GR-07-00024-2017,2019-04-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,SUBDECLARACIÓN DE INGRESOS - FALTANTES DE CAJA NO JUSTIFICADOS -
14633,ES-04-00001-2019,2019-04-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,INFRACCIÓN POR LA NO EMISIÓN GUÍA DE DESPACHO EN TRANSPORTE DE MERCADERÍAS -
14634,AB-18-00015-2018,2019-04-26,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,TASACIÓN INMUEBLE NO AGRÍCOLA - APLICACIÓN ERRÓNEA DE LAS TABLAS DE CLASIFICACIÓN -
14635,GR-17-00146-2015,2019-04-22,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,PRESTAMOS AL SOCIO NO JUSTIFICADOS - CARGA DE LA PRUEBA DEL CONTRIBUYENTE - IMPUESTO ÚNICO DEL ART. 21 DE LA LIR -
14636,ES-02-00001-2019,2019-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,EMISIÓN BOLETA DE VENTAS Y SERVICIOS - ACTA DENUNCIO DEBE CONSTRUIRSE EN BASE A PRUEBA DOCUMENTAL Y NO PRESUNCIONES - FUNCIONARIO SII DAN FE DE LO PERSONALMENTE VISTO Y OBSERVADO -
14637,GR-15-00055-2016,2019-06-19,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,PAGO DE IMPUESTO POR TÉRMINO DE GIRO DE SOCIEDAD ABSORBIDA - IMPROCEDENCIA DEL COBRO IDPC - NOTIFICACIÓN DE LA LIQUIDACIÓN A SOCIEDAD EXTINTA NO ES VÁLIDA -
14638,GR-15-00039-2017,2019-04-30,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,MODIFICACIÓN DEL AVALUÓ INMUEBLE NO AGRÍCOLA - CARGA PRUEBA DEL RECLAMANTE -
14639,GR-10-00017-2018,2019-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"EXENCIÓN DEL IVA EN ISAPRES, SÓLO CUBRE EL 7% DE LA REMUNERACIÓN IMPONIBLE OBLIGATORIA"
14642,ES-08-00007-2019,2019-04-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,MOMENTO DE LA EMISIÓN BOLETA DE VENTA -
14660,GR-03-00048-2018,2019-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,FACTURAS NO FIDEDIGNAS O FALSAS - SUPUESTOS PARA LA APLICACIÓN LEY 18.320 -
14662,GR-03-00040-2018,2019-04-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,SUJETO PASIVO DEL IMPUESTO AL VALOR AGREGADO - DETERMINACIÓN DEL CONTRIBUYENTE QUE REALIZA MATERIALMENTE LAS OPERACIONES DE VENTA -
14663,GR-08-00006-2018,2019-04-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,NULIDAD DE LA LIQUIDACIÓN POR FALTA DE NOTIFICACIÓN -
14664,ES-08-00017-2019,2019-04-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,INFRACCIÓN TRIBUTARIA POR FALTA EMISIÓN GUÍA DE DESPACHO - CARGA DE LA PRUEBA DEL SII - REQUISITOS FORMALES DEL ACTO SANCIONATORIO -
14665,ES-08-00008-2019,2019-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,EMISIÓN DE LA BOLETA - CARGA DE LA PRUEBA DE LA INFRACCIÓN CORRESPONDE AL SII -
14666,ES-06-000014-2019,2019-04-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,INFRACCIÓN POR NO EMISIÓN DE LA GUÍA DE DESPACHO -
14667,GR-14-00202-2016,2019-04-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ACREDITACIÓN DE GASTOS - LA APLICACIÓN DEL PLAZO EXTRAORDINARIO DE PRESCRIPCIÓN DEBE SER FUNDADO EN EL ACTO ADMINISTRATIVO -
14668,ES-06-00013-2019.,2019-04-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,INFRACCIÓN POR NO EMISIÓN DE BOLETA -
14669,ES-06-00013-2019,2019-04-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,INFRACCIÓN POR NO EMISIÓN BOLETA -
14670,ES-10-00073-2018,2019-04-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,INFRACCIÓN DEL NOTARIO PÚBLICO POR NO COMPARECENCIA A PRESTAR DECLARACIÓN JURADA -
14671,GR-17-00118-2015,2019-04-26,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,DESISTIMIENTO DEL RECLAMO
14672,GR-17-00097-2017,2019-04-22,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,DESISTIMIENTO DEL RECLAMO
14673,GR-17-00127-2015,2019-04-22,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,DESISTIMIENTO DEL RECLAMO
14674,GR-08-00081-2017,2019-04-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,DESISTIMIENTO DEL RECURSO DE APELACIÓN
14675,GR-08-00010-2019,2019-04-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,DESISTIMIENTO RECURSO DE APELACIÓN RESOLUCIÓN QUE RECIBIÓ LA CAUSA A PRUEBA.
14676,GR-10-00133-2017,2019-05-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Pagos provisionales de utilidades absorbidas – Artículos 26, 59, 97 N° 4 inciso 3°, y N° 11, y 200 del Código Tributario – Artículos 31 N° 3 y 97 de la Ley sobre Impuesto a la Rent"
14683,GS-02-00004-2019,2019-05-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,IMPUESTO GLOBAL COMPLEMENTARIO - OBLIGATORIEDAD PRESENTAR DECLARACIÓN ANUAL -
14684,GR-17-00217-2015,2019-05-09,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS - CARGA DE LA PRUEBA CORRESPONDE AL CONTRIBUYENTE -
14685,GR-04-00002-2018,2019-05-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Atacama,"EXENCIÓN TRIBUTARIA POR PAGOS DE DERECHOS DE ESCOLARIDAD - ART. 5, 16, 24, D.F.L N°2 DE 1998, DEL MINISTERIO DE EDUCACIÓN -"
14686,GR-18-00013-2016,2019-05-03,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,"DEVOLUCIÓN IVA EXPORTADOR - GASTOS RELACIONADOS CON GIRO O ACTIVIDAD - DS n°348, DE 1975, DEL MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCION."
14687,GR-18-00012-2016,2019-05-02,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,"DEVOLUCIÓN IVA EXPORTADOR - ACREDITACION GASTOS RELACIONADOS CON EL GIRO - D.S. N°348, MINISTERIO DE ECONOMÍA, FOMENTO Y RECONSTRUCCIÓN,"
14693,GR-03-00050-2018,2019-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,INCIDENTE DE PREVIO Y ESPECIAL PRONUNCIAMIENTO POR EXTEMPORÁNEA E IMPROCEDENTE LA ACCIÓN - MODIFICACIÓN AVALÚO BIEN INMUEBLE NO AGRÍCOLA - RAV NO ES RECLAMABLE EN SEDE JUDICIAL -
14694,AB-12-00024-2018,2019-05-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,DESISTIMIENTO RECLAMO
14695,AB-12-00025-2018,2019-05-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,DESISTIMIENTO DEL RECURSO
14696,AB-12-00027-2018,2019-05-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,DESISTIMIENTO DEL RECURSO
14697,GR-18-00383-2014,2019-05-14,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,PAGO PROVISIONAL DE UTILIDADES ABSORBIDAS - CONTRIBUYENTE DEBE ACREDITAR LA PÉRDIDA QUE JUSTIFICA LA DEVOLUCIÓN SOLICITADA -
14703,AB-11-00027-2018,2019-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,REAVALÚO INMUEBLE NO AGRÍCOLA - CARGA DE LA PRUEBA - RECLAMANTE DEBE JUSTIFICAR EL/LOS ERRORES EN APLICACIÓN DE TABLAS DE CLASIFICACIÓN - VARIACIÓN IPC NO ES UN ELEMENTO BASE DE VA
14705,GR-11-00024-2018,2019-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,JUSTIFICACIÓN DE INVERSIONES EI VEHÍCULOS Y FONDOS MUTUOS - CONTRIBUYENTE DEBE ACREDITAR ORIGEN DE LOS FONDOS NO JUSTIFICADOS - APLICACIÓN ART. 21 LIR SUMAS NO JUSTIFICADAS -
14706,GR-08-00095-2017,2019-05-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,SUBDECLARACIÓN DE INGRESOS DE EMPRESA INMOBILIARIA POR RENTAS DE ARRENDAMIENTO - EXENCIÓN DEL ART. 39 N°3 LIR NO IMPORTA CONDICIÓN ALGUNA NI SUPEDITAR AL TIEMPO QUE ESTUVO ARRENDAD
14707,AB-08-00105-2017,2019-05-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,REAVALÚO BIEN INMUEBLE NO AGRÍCOLA - RECLAMANTE DEBE ACREDITAR LA APLICACIÓN ERRÓNEA DE TABLA CLASIFICACIÓN O FACTOR DE AJUSTE - CONDENA COSTAS RECLAMANTE POR ESCASA ACTIVIDAD PROB
14708,ES-10-00021-2019,2019-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,PERDIDA DE BOLETA DE VENTAS Y SERVICIOS - AUTODENUNCIA DENTRO PERIODO LEGAL - PROCEDENCIA CAUSAL DE CASO FORTUITO -
14709,GR-08-00091-2017,2019-05-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,DIFERENCIAS IMPUESTO GLOBAL COMPLEMENTARIO - RETIROS EN EXCESO NO INCLUIDOS EN DECLARACIÓN DE RENTA SOCIOS - PRÉSTAMOS ENTRE EMPRESAS RELACIONADAS SIN LEGITIMA RAZÓN DE NEGOCIOS - 
14710,GR-17-00211-2015,2019-05-15,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,DETERMINACIÓN DEL IMPUESTO GLOBAL COMPLEMENTARIO - CARGA DE LA PRUEBA - RECLAMANTE DEBE ACREDITAR VICIOS RECLAMADOS Y ACOMPAÑAR DOCUMENTACIÓN QUE SIRVE DE FUNDAMENTO -
14711,VD-19-00005-2019 CUA,2019-05-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,ACCION DE AMPARO AL CONTRIBUYENTE - PRESUPUESTOS NECESARIOS ACOGER EL AMPARO: ACCIONES U OMISIONES ILEGALES O ARBITRARIAS - CARGA DE LA PRUEBA - FACULTAD CONDONAR O REBAJAR LAS SAN
14712,ES-19-00032-2018,2019-05-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,FISCALIZACIÓN SII CONTROLES CARRETEROS - MANTENER ESPACIOS FÍSICOS NO IMPLICA NECESARIAMENTE UNA ACTIVIDAD CONCRETA DE CONTROL - NO EXISTE NORMA QUE OBLIGUE NI SANCIONE A LOS CONTR
14713,18-9-0000945-K,2019-05-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,INCIDENTE DE EXCLUSIÓN DOCUMENTARIA - CARGA DE LA PRUEBA DEL CONTRIBUYENTE -
14714,GR-17-00189-2015,2019-05-08,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,AVISO DE PÉRDIDA DE DOCUMENTOS TRIBUTARIOS - DEBER DE ACREDITAR LA VERACIDAD DE LAS DECLARACIONES DE IMPUESTOS - TASACIÓN BASE IMPONIBLE -
14715,GR-18-00344-2014,2019-05-08,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,ACREDITACIÓN DE LA PÉRDIDA TRIBUTARIA DE EJERCICIOS ANTERIORES - CARGA DE LA PRUEBA DEL CONTRIBUYENTE -
14716,GR-07-00004-2018,2019-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,COBRO SUPLEMENTARIO CONTRIBUCIONES RETROACTIVAS DE BIEN RAÍZ - RESOLUCIÓN FIJA REAVALÚO DEBE CONTENER CAUSAL Y MOTIVACIÓN DE LA MODIFICACIÓN REALIZADA -
14717,GR 18-00426-2014,2019-05-07,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,"DEVOLUCIÓN DE PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS - ACREDITACIÓN DE PÉRDIDAS, GASTOS Y COSTOS - CORRELACIÓN INGRESO GASTO -"
14718,GR-08-00090-2017,2019-05-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"<span id=""selectionBoundary_1576152248047_3581274265769756"" class=""rangySelectionBoundary"">&#65279;</span> IMPUESTO GLOBAL COMPLEMENTARIO - IMPUTACIÓN RETIROS EN EXCESO - PRESTAMOS"
14720,GR-18-00354-2014,2019-05-10,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,FISCALIZACIÓN ARQUEO DE CAJA - CARGA DE LA PRUEBA DEL CONTRIBUYENTE - FALTA DE ACREDITACIÓN DE LOS FALTANTES DE CAJA -
14721,GR-17-00283-2014,2019-05-13,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,ACREDITACIÓN DEL RETIRO INVERTIDO - RE INVERSIÓN DE CUENTAS POR COBRAR - TRANSFERENCIA DE DINERO O ESPECIES QUE IMPLIQUEN RECURSOS PATRIMONIALES -
14722,GR-03-00041-2018,2019-05-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,DIFERENCIA DE IVA CRÉDITO FISCAL - COSTOS Y GASTOS NO ACREDITADOS - RETIROS EN ESPECIE Y DESEMBOLSOS DINERO - ALLANAMIENTO DIFERENCIAS DE IVA DEL CONTRIBUYENTE SEDE ADMINISTRATIVA 
14728,GR-02-00017-2018,2019-05-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,DIFERENCIAS IVA CRÉDITO FISCAL - FACTURAS FALSAS - NO APLICABLE EXIMENTE RESPONSABILIDAD POR ACCIÓN CONTADOR -
14730,ES-08-00016-2019,2019-05-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,INFRACCIÓN NO EMISIÓN DOCUMENTO TRIBUTARIO - COTIZACIÓN CANCELADA Y TRANSFERENCIAS REALIZADAS CUENTA CORRIENTE - CARGA PRUEBA DEL SII
14731,GR-17-00214-2015,2019-05-23,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,ERROR EN DECLARACIÓN DEL CONTRIBUYENTE - ERROR CÓDIGO DECLARADO NO IMPLICA AGREGARLA NUEVAMENTE - ENRIQUECIMIENTO SIN CAUSA -
